Time (s),0.000000
Number of Particles,458
ID,Type,Position.x (m),Position.y (m),Position.z (m),Velocity.x (m/s),Velocity.y (m/s),Velocity.z (m/s),Pressure (Pa),Number Density Ratio
103,0,0.005000,0.165000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
104,0,0.005000,0.175000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
105,0,0.005000,0.185000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106,0,0.005000,0.195000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
107,2,0.015000,-0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
108,2,0.015000,-0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
109,1,0.015000,-0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
110,0,0.015000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
111,0,0.015000,0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
112,0,0.015000,0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
113,0,0.015000,0.035000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
114,0,0.015000,0.045000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
115,0,0.015000,0.055000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
116,0,0.015000,0.065000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
117,0,0.015000,0.075000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
118,0,0.015000,0.085000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119,0,0.015000,0.095000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
120,0,0.015000,0.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
121,0,0.015000,0.115000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
122,0,0.015000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
123,0,0.015000,0.135000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124,0,0.015000,0.145000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125,0,0.015000,0.155000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
126,0,0.015000,0.165000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
127,0,0.015000,0.175000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
128,0,0.015000,0.185000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
129,0,0.015000,0.195000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130,2,0.025000,-0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131,2,0.025000,-0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132,1,0.025000,-0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133,0,0.025000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
134,0,0.025000,0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
135,0,0.025000,0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
136,0,0.025000,0.035000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
137,0,0.025000,0.045000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
138,0,0.025000,0.055000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
139,0,0.025000,0.065000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
140,0,0.025000,0.075000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
141,0,0.025000,0.085000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
142,0,0.025000,0.095000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
143,0,0.025000,0.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
144,0,0.025000,0.115000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
145,0,0.025000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
146,0,0.025000,0.135000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
147,0,0.025000,0.145000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
148,0,0.025000,0.155000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
149,0,0.025000,0.165000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
150,0,0.025000,0.175000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
151,0,0.025000,0.185000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
152,0,0.025000,0.195000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
153,2,0.035000,-0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
154,2,0.035000,-0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
155,1,0.035000,-0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
156,0,0.035000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
157,0,0.035000,0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
158,0,0.035000,0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
159,0,0.035000,0.035000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
160,0,0.035000,0.045000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
161,0,0.035000,0.055000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
162,0,0.035000,0.065000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
163,0,0.035000,0.075000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
164,0,0.035000,0.085000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
165,0,0.035000,0.095000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
166,0,0.035000,0.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
167,0,0.035000,0.115000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
168,0,0.035000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
169,0,0.035000,0.135000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
170,0,0.035000,0.145000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
171,0,0.035000,0.155000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
172,0,0.035000,0.165000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
173,0,0.035000,0.175000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
174,0,0.035000,0.185000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
175,0,0.035000,0.195000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
176,2,0.045000,-0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
177,2,0.045000,-0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
178,1,0.045000,-0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
179,0,0.045000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180,0,0.045000,0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
181,0,0.045000,0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
182,0,0.045000,0.035000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
183,0,0.045000,0.045000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
184,0,0.045000,0.055000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
185,0,0.045000,0.065000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
186,0,0.045000,0.075000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
187,0,0.045000,0.085000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
188,0,0.045000,0.095000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
189,0,0.045000,0.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
190,0,0.045000,0.115000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
191,0,0.045000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
192,0,0.045000,0.135000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
193,0,0.045000,0.145000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
194,0,0.045000,0.155000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
195,0,0.045000,0.165000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
196,0,0.045000,0.175000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
197,0,0.045000,0.185000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
198,0,0.045000,0.195000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
199,2,0.055000,-0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
200,2,0.055000,-0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
201,1,0.055000,-0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
202,0,0.055000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
203,0,0.055000,0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
204,0,0.055000,0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
205,0,0.055000,0.035000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
206,0,0.055000,0.045000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
207,0,0.055000,0.055000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
208,0,0.055000,0.065000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
209,0,0.055000,0.075000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
210,0,0.055000,0.085000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
211,0,0.055000,0.095000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
212,0,0.055000,0.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
213,0,0.055000,0.115000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
214,0,0.055000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
215,0,0.055000,0.135000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
216,0,0.055000,0.145000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
217,0,0.055000,0.155000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
218,0,0.055000,0.165000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
219,0,0.055000,0.175000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
220,0,0.055000,0.185000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
221,0,0.055000,0.195000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
222,2,0.065000,-0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
223,2,0.065000,-0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
224,1,0.065000,-0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
225,0,0.065000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
226,0,0.065000,0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
227,0,0.065000,0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
228,0,0.065000,0.035000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
229,0,0.065000,0.045000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
230,0,0.065000,0.055000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
231,0,0.065000,0.065000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
232,0,0.065000,0.075000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
233,0,0.065000,0.085000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
234,0,0.065000,0.095000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
235,0,0.065000,0.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
236,0,0.065000,0.115000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
237,0,0.065000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
238,0,0.065000,0.135000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
239,0,0.065000,0.145000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
240,0,0.065000,0.155000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
241,0,0.065000,0.165000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
242,0,0.065000,0.175000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
243,0,0.065000,0.185000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
244,0,0.065000,0.195000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
245,2,0.075000,-0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
246,2,0.075000,-0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
247,1,0.075000,-0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
248,0,0.075000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
249,0,0.075000,0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
250,0,0.075000,0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
251,0,0.075000,0.035000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
252,0,0.075000,0.045000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
253,0,0.075000,0.055000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
254,0,0.075000,0.065000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
255,0,0.075000,0.075000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
256,0,0.075000,0.085000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
257,0,0.075000,0.095000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
258,0,0.075000,0.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
259,0,0.075000,0.115000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
260,0,0.075000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
261,0,0.075000,0.135000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
262,0,0.075000,0.145000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
263,0,0.075000,0.155000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
264,0,0.075000,0.165000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
265,0,0.075000,0.175000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
266,0,0.075000,0.185000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
267,0,0.075000,0.195000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
268,2,0.085000,-0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
269,2,0.085000,-0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
270,1,0.085000,-0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
271,0,0.085000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
272,0,0.085000,0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
273,0,0.085000,0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
274,0,0.085000,0.035000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
275,0,0.085000,0.045000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
276,0,0.085000,0.055000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
277,0,0.085000,0.065000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
278,0,0.085000,0.075000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
279,0,0.085000,0.085000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
280,0,0.085000,0.095000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
281,0,0.085000,0.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
282,0,0.085000,0.115000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
283,0,0.085000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
284,0,0.085000,0.135000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
285,0,0.085000,0.145000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
286,0,0.085000,0.155000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
287,0,0.085000,0.165000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
288,0,0.085000,0.175000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
289,0,0.085000,0.185000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
290,0,0.085000,0.195000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
291,2,0.095000,-0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
292,2,0.095000,-0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
293,1,0.095000,-0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
294,0,0.095000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
295,0,0.095000,0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
296,0,0.095000,0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
297,0,0.095000,0.035000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
298,0,0.095000,0.045000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
299,0,0.095000,0.055000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
300,0,0.095000,0.065000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
301,0,0.095000,0.075000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
302,0,0.095000,0.085000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
303,0,0.095000,0.095000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
304,0,0.095000,0.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
305,0,0.095000,0.115000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
306,0,0.095000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
307,0,0.095000,0.135000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
